x,y,z
0.44602612149457876,0.6658072674628763,0.1629403130641155
0.46765110748090144,0.6720200317397471,0.1638380504943372
0.4410548695526835,0.6585800614406545,0.1592262395272045
0.4526918272233701,0.6504081081441364,0.152580461898511
0.4894812136645367,0.6421365913175403,0.14645432494217048
0.46882869680808475,0.6449675143560931,0.14828276208406932
0.48383918704655754,0.6753686851347059,0.1642054829846763
0.49461582504524426,0.6758543339091977,0.16404261053513292
0.4764370025144542,0.6740975907340426,0.16405618323926147
0.4998314755201077,0.6421565040235558,0.14634671278800787
0.49999707714729585,0.6758543339091977,0.16404261053513292
0.23260582328352475,0.6157356619251747,0.17373352128296954
0.25131608449847054,0.6428611925642195,0.19090590044227618
0.29939100562148663,0.644765068511601,0.18040838327765285
0.26063317798171015,0.6828625001652479,0.2994894724289905
0.2524371786863979,0.6763034760559943,0.3221558883237904
0.31850165761783505,0.6888473745843845,0.3140937020713885
0.32454755841701505,0.6922646161889525,0.29285920646215824
0.39237375678662384,0.697907655821488,0.2880438049330962
0.3886461186117651,0.6963887588570749,0.3074324127808337
0.4628747257323148,0.699053742678831,0.3024880705625498
0.46411593715466304,0.6998369757821117,0.2845333219581146
0.46618996140232877,0.6986798263103156,0.26609674235711334
0.46908478675186993,0.6954152487852004,0.2469980086904085
0.4072843094860585,0.6935456669426235,0.2482573617377714
0.3985838178061789,0.6970016276977776,0.26846324026982527
0.33180664328384507,0.6922745725419605,0.2718961649355005
0.3402909239417672,0.6886626289230174,0.25083520604334336
0.2681004660548696,0.6807672409878274,0.25473251108599076
0.2658582776790147,0.6844732168296217,0.27691321806875924
0.45676860615961185,0.6767105802678691,0.17891150790803906
0.46984953314434896,0.6753421348600184,0.17162878266416665
0.44727534073255504,0.675656313110487,0.17868852776878313
0.4081972004676565,0.653646135394564,0.1669297185990642
0.41151243613767047,0.6594418391065523,0.1703005966172943
0.4309714281138392,0.6588997709983496,0.16535916283560925
0.4351475039638688,0.6507720681596438,0.16016275611207947
0.40301734492865043,0.6386330613202379,0.15992814222642754
0.43527322666922924,0.6358342198635991,0.15353927649731158
0.42142050641426043,0.6103968441901002,0.14539565402013793
0.3927333077083234,0.6115628437534588,0.14837874049183597
0.3164196255545413,0.6633226042567061,0.1942060065032642
0.2624309325902081,0.6611631819154574,0.2080501647144593
0.26594636365092333,0.6704856471150997,0.2251411076489943
0.3321309598167812,0.6717467851627552,0.204769448230798
0.27735750092089884,0.5539343662828327,0.1467606802639308
0.3026666026041417,0.5855214493308196,0.14741410901983742
0.3394865388619293,0.5838056378291412,0.14421095084548247
0.30964501353320845,0.5529199245374817,0.14370876079272338
0.4923725155752015,0.627289456460011,0.14724929761256128
0.49216335143099676,0.604083410121706,0.14545285327325147
0.4794710837777672,0.6040015467747528,0.1439840927907612
0.4737861753070998,0.5824062171008217,0.14459971187088083
0.4909077659795962,0.5829792605294932,0.14707285245888918
0.4889425679463157,0.5557397849615815,0.15119313764079256
0.4676739297554414,0.5542419069646294,0.1472008236692448
0.31894649177597345,0.5206049214584796,0.147025347994439
0.3573575809990551,0.5204168570127766,0.14865795040533908
0.3341637438139625,0.47567411285714195,0.15821119515415677
0.29949630839699554,0.47740983706483614,0.15585536150897444
0.45790171207098135,0.47443178125405683,0.1750006301612631
0.4627847178846555,0.5202276863056283,0.1577565095658479
0.4876148721151845,0.5218162777410961,0.16308961280953033
0.48595725428017755,0.477451874999758,0.1819828169565731
0.4643878825733917,0.43250225995385005,0.2833815810649143
0.4433687278784094,0.41836645120565624,0.26106611651972594
0.48241451656817064,0.4263934842528384,0.2579133712464201
0.45653597911561694,0.4166672336256574,0.23287657952344293
0.4870943640993611,0.42524739739549544,0.22971607841920644
0.4876589151011388,0.4223312922256537,0.24006914323274664
0.4508179983664057,0.4142677525507762,0.24363100858764375
0.48012756450295496,0.4425050759423591,0.19721042151002144
0.4503963868735887,0.42674085034666637,0.19986873256149884
0.4504104005509378,0.43950046985689234,0.18952342357888935
0.4648227870401513,0.6728397714707232,0.39670202679251787
0.3943084450423614,0.6684965890364292,0.3981329775992213
0.3258067874245264,0.6593655070668258,0.4019275178820376
0.25932109739105375,0.64547086331371,0.40746712012424835
0.19530101378945858,0.6273414507479407,0.4098239232482971
0.13375054052755492,0.6049396564803773,0.4086382505947752
0.05071750028027355,0.5470733327990092,0.4060400472330103
0.04178077803936642,0.5257744811924215,0.4062649663299989
0.050733515911529636,0.5015196990039609,0.40709677919731024
0.0775717099889493,0.4744848818034318,0.40765035162998475
0.2427088838706578,0.42079580133956085,0.4069949839163456
0.31340348179823513,0.41159944994468417,0.40578119637570015
0.38654246544627563,0.4053512853015632,0.4048805505088794
0.45586092025817204,0.4023920359353542,0.4043502455689968
0.32793926872627693,0.43867741134158034,0.3448048535989964
0.32457678694405745,0.4249464942823707,0.37419072751633076
0.25387898589022895,0.4327744002693968,0.3735615357320825
0.24670598504140046,0.44567783376751324,0.34371515935324115
0.1575461650570958,0.4587317188221922,0.3743981959937255
0.1225584170150067,0.4622208674207055,0.3738950364621001
0.12304569259597364,0.4723962601946832,0.3425702048121052
0.15717820592898674,0.4673981709847646,0.34319939659635357
0.06868703854962444,0.5387774782206161,0.3507031630217492
0.07478499015038687,0.5374931086826091,0.35751666049431785
0.07651868223386027,0.5584490192411501,0.36161755609889457
0.0718821569852176,0.55992145322486,0.35506775687796777
0.1514946587869761,0.6261201381123165,0.3708954688496745
0.1454031134387162,0.6148429089388082,0.38808239019197616
0.20171487371674762,0.6352633889578183,0.390181311937581
0.2060038597671327,0.6449995959380072,0.37170595318192656
0.26491335543490446,0.6601830342749112,0.36971464359048434
0.262780874133154,0.6523097715686274,0.38835287479568226
